message_number,forum,subject,datetime,timezone,username,message_content
260,Commotion-admin, [commotion-openwrt-theme] Media query added,"Mon, 24 Jun 2013 08:15:59 -0700",-0700,Griffin Boyce,"Merged #6.

"
261,Commotion-admin, [commotion-site-theme] Strong tag support (#1),"Mon, 24 Jun 2013 08:41:43 -0700",-0700,Griffin Boyce,"Merged #1.

"
262,Commotion-admin, [luci-commotion] added dhcp timeout form field to,"Mon, 24 Jun 2013 18:54:28 -0700",-0700,danstaples,"This should be tested in conjunction with the commotiond dhcp-timeout pull request: https://github.com/opentechinstitute/commotiond/pull/29

to test:
* the main admin page should have an option at the bottom for the DHCP timeout...change it, and make sure it sticks.
You can merge this Pull Request by running:

  git pull https://github.com/opentechinstitute/luci-commotion dhcp-timeout

Or you can view, comment on it, or merge it online at:

  https://github.com/opentechinstitute/luci-commotion/pull/10

-- Commit Summary --

  * added dhcp timeout form field to meshconfig cbi page

-- File Changes --

    M luasrc/model/cbi/commotion/meshconfig.lua (8)

-- Patch Links --

https://github.com/opentechinstitute/luci-commotion/pull/10.patch
https://github.com/opentechinstitute/luci-commotion/pull/10.diff

"
263,Commotion-admin, [commotion-openwrt] added firewall exception for,"Wed, 26 Jun 2013 13:17:43 -0700",-0700,danstaples,"https://code.commotionwireless.net/issues/557

Blocking port 80 connections from WAN zone makes it difficult to administer a network where nodes are plugged into a LAN that also has a gateway.

Since ssh connections from the WAN zone are allowed by default, it is probably no less secure to allow http connections from the WAN zone.
You can merge this Pull Request by running:

  git pull https://github.com/opentechinstitute/commotion-openwrt firewall-fix

Or you can view, comment on it, or merge it online at:

  https://github.com/opentechinstitute/commotion-openwrt/pull/12

-- Commit Summary --

  * added firewall exception for port 80 traffic from wan zone

-- File Changes --

    M default-files/etc/config/firewall (6)

-- Patch Links --

https://github.com/opentechinstitute/commotion-openwrt/pull/12.patch
https://github.com/opentechinstitute/commotion-openwrt/pull/12.diff

"
264,Commotion-admin, [commotion-openwrt],"Wed, 26 Jun 2013 13:22:10 -0700",-0700,danstaples,"Commotion-splash should not block port 443 traffic for unauthenticated users, in case their browser&#39;s homepage is HTTPS. Since Nodogsplash does not have the ability to do SSL, I would suggest port 443 traffic should be allowed for unauthenticated users.
You can merge this Pull Request by running:

  git pull https://github.com/opentechinstitute/commotion-openwrt nodogsplash-443

Or you can view, comment on it, or merge it online at:

  https://github.com/opentechinstitute/commotion-openwrt/pull/13

-- Commit Summary --

  * https://code.commotionwireless.net/issues/556

-- File Changes --

    M default-files/etc/nodogsplash/nodogsplash.conf (3)

-- Patch Links --

https://github.com/opentechinstitute/commotion-openwrt/pull/13.patch
https://github.com/opentechinstitute/commotion-openwrt/pull/13.diff

"
265,Commotion-admin, [commotion-openwrt] Olsrd's jsoninfo plugin (#14),"Thu, 27 Jun 2013 12:26:20 -0700",-0700,Griffin Boyce,"In order to display monitoring scripts on bigboard, olsrd&#39;s jsoninfo plugin must be enabled and configured.
You can merge this Pull Request by running:

  git pull https://github.com/glamrock/commotion-openwrt master

Or you can view, comment on it, or merge it online at:

  https://github.com/opentechinstitute/commotion-openwrt/pull/14

-- Commit Summary --

  * jsoninfo plugin enabled and configured

-- File Changes --

    M default-files/etc/config/olsrd (12)

-- Patch Links --

https://github.com/opentechinstitute/commotion-openwrt/pull/14.patch
https://github.com/opentechinstitute/commotion-openwrt/pull/14.diff

"
266,Commotion-admin, [commotion-openwrt] pin AA version to tagged,"Thu, 27 Jun 2013 14:14:53 -0700",-0700,danstaples,"
You can merge this Pull Request by running:

  git pull https://github.com/opentechinstitute/commotion-openwrt pin-AA

Or you can view, comment on it, or merge it online at:

  https://github.com/opentechinstitute/commotion-openwrt/pull/15

-- Commit Summary --

  * pin AA version to tagged stable release from April

-- File Changes --

    M feeds.conf (2)
    M setup.sh (3)

-- Patch Links --

https://github.com/opentechinstitute/commotion-openwrt/pull/15.patch
https://github.com/opentechinstitute/commotion-openwrt/pull/15.diff

"
267,Commotion-admin, [commotion-openwrt] pin AA version to tagged,"Thu, 27 Jun 2013 14:15:58 -0700",-0700,Josh King,"Merged #15.

"
268,Commotion-admin, [commotion-openwrt] Olsrd's jsoninfo plugin,"Thu, 27 Jun 2013 14:16:36 -0700",-0700,danstaples,"I think the port options can be left out. Have you tried that? txtinfo usually listens on port 2006

"
269,Commotion-admin, [commotion-openwrt] pin AA version to tagged,"Thu, 27 Jun 2013 14:18:06 -0700",-0700,Ben West,"Commenting, even tho this merge has already been committed.

Looks like there are a bunch of IPv6 related changed being backported into AA right now, and I'll venture a guess that is relevant to this issue.

Here is the URL for browsing changesets to current AA:
https://dev.openwrt.org/browser/branches/attitude_adjustment

... versus the URL for commits made to the tag 'attitude_adjustment_12.09':
https://dev.openwrt.org/browser/tags/attitude_adjustment_12.09

Unfortunately, it does look like using the tag means you get no updates at all until the OpenWRT dev team makes another stable release (i.e. circa 2015).  And it doesn't appear the OpenWRT git repos using any tagging at all.  Likewise, less chance of bisecting the root cause.

Would pinning the feeds.conf file to specific revisions of AA be more appealing?

I have r36969 I can try out here, to see if it is affected by this issue.

"
270,Commotion-admin, [commotion-openwrt] Olsrd's jsoninfo plugin,"Thu, 27 Jun 2013 21:23:26 -0700",-0700,hawkinswnaf,"txtinfo ""must"" listen on port 2006. I believe that olsr viz relies on txt info for its information and expects it to listen on that port. I don't necessarily think it should only listen on that port, but it should at least listen on that port.
 
On Thursday, June 27, 2013 17:16 EDT, danstaples <notifications at github.com> wrote: 
 
> I think the port options can be left out. Have you tried that? txtinfo usually listens on port 2006
> 
> "
271,Commotion-admin, [commotion-openwrt] Olsrd's jsoninfo plugin,"Fri, 28 Jun 2013 12:02:33 -0700",-0700,Griffin Boyce,"@hawkinswnaf Ah, interesting. Much of the documentation on jsoninfo is listing txtinfo as using port 8080.

"
272,Commotion-admin, [commotion-openwrt-theme] moved zepto.js load to,"Mon, 01 Jul 2013 07:24:40 -0700",-0700,danstaples,"
You can merge this Pull Request by running:

  git pull https://github.com/opentechinstitute/commotion-openwrt-theme zepto-load

Or you can view, comment on it, or merge it online at:

  https://github.com/opentechinstitute/commotion-openwrt-theme/pull/7

-- Commit Summary --

  * moved zepto.js load to header, allows inline js that depends upon zepto

-- File Changes --

    M files/templates/footer.htm (1)
    M files/templates/header.htm (1)

-- Patch Links --

https://github.com/opentechinstitute/commotion-openwrt-theme/pull/7.patch
https://github.com/opentechinstitute/commotion-openwrt-theme/pull/7.diff

"
273,Commotion-admin, [commotion-openwrt-theme] moved zepto.js load,"Mon, 01 Jul 2013 07:27:25 -0700",-0700,danstaples,"to test, load any page that uses Zepto javascript. I honestly can't think of any that currently use it.

"
274,Commotion-admin, [commotion-openwrt-theme] moved zepto.js load,"Mon, 01 Jul 2013 08:25:13 -0700",-0700,Griffin Boyce,"I believe Zepto is still called in `files/htdocs/theme.js`

"
275,Commotion-admin, [commotion-openwrt-theme] moved zepto.js load,"Mon, 01 Jul 2013 09:22:28 -0700",-0700,danstaples,"Ah, it does. So that means one can test this pull request with the built-in theme functionality. For example, going to the local apps settings page, and clicking on the help buttons (which should produce a help text bubble).

"
276,Commotion-admin, [commotion-openwrt] Minor updates to setup.sh,"Mon, 01 Jul 2013 11:35:55 -0700",-0700,areynold,"Set attitude adjustment checkout to clone into openwrt
Removed link to old DR1 packaging wiki page
You can merge this Pull Request by running:

  git pull https://github.com/areynold/commotion-openwrt master

Or you can view, comment on it, or merge it online at:

  https://github.com/opentechinstitute/commotion-openwrt/pull/16

-- Commit Summary --

  * Made a_a checkout syntax consistent with existing documentation. Removed link to DR1 packaging notes wiki page.

-- File Changes --

    M setup.sh (4)

-- Patch Links --

https://github.com/opentechinstitute/commotion-openwrt/pull/16.patch
https://github.com/opentechinstitute/commotion-openwrt/pull/16.diff

"
277,Commotion-admin, [commotion-openwrt] Minor updates to setup.sh,"Mon, 01 Jul 2013 11:56:13 -0700",-0700,Josh King,"Merged #16.

"
278,Commotion-admin, [commotion-openwrt],"Mon, 01 Jul 2013 11:57:53 -0700",-0700,Josh King,"Merged #13.

"
279,Commotion-admin, [commotion-apps] create visual pattern from,"Tue, 02 Jul 2013 08:22:33 -0700",-0700,danstaples,"to test, create some local apps in the apps portal, and look at the pattern that is produced. click on the pattern to reveal the fingerprint. neat!
You can merge this Pull Request by running:

  git pull https://github.com/opentechinstitute/commotion-apps patternizer

Or you can view, comment on it, or merge it online at:

  https://github.com/opentechinstitute/commotion-apps/pull/5

-- Commit Summary --

  * create visual pattern from fingerprint, instead of a colorbar

-- File Changes --

    M lua/luci/view/commotion/apps_view.htm (1)
    M lua/luci/view/themes/commotion/apps_apps.htm (46)
    M luci-static/commotion/apps.css (19)
    M luci-static/commotion/apps.js (10)

-- Patch Links --

https://github.com/opentechinstitute/commotion-apps/pull/5.patch
https://github.com/opentechinstitute/commotion-apps/pull/5.diff

"
280,Commotion-admin, [commotion-openwrt-theme] fixed minor css issue,"Tue, 02 Jul 2013 08:24:19 -0700",-0700,danstaples,"to test, load a page with tip bubbles, like the apps portal settings page. click on the tip button to reveal bubble.
You can merge this Pull Request by running:

  git pull https://github.com/opentechinstitute/commotion-openwrt-theme minor-fix

Or you can view, comment on it, or merge it online at:

  https://github.com/opentechinstitute/commotion-openwrt-theme/pull/8

-- Commit Summary --

  * fixed minor css issue with non-transparent tip bubble arrow

-- File Changes --

    M files/htdocs/cascade.css (2)

-- Patch Links --

https://github.com/opentechinstitute/commotion-openwrt-theme/pull/8.patch
https://github.com/opentechinstitute/commotion-openwrt-theme/pull/8.diff

"
281,Commotion-admin, [commotion-openwrt-theme] fixed minor css,"Wed, 03 Jul 2013 09:22:19 -0700",-0700,Griffin Boyce,"Why are we declaring transparent borders?

"
282,Commotion-admin, [commotion-openwrt-theme] fixed minor css,"Wed, 03 Jul 2013 09:22:27 -0700",-0700,Griffin Boyce,"Why are we declaring border width, only to make borders transparent?

"
283,Commotion-admin, [commotion-openwrt-theme] fixed minor css,"Wed, 03 Jul 2013 10:10:48 -0700",-0700,danstaples,"Currently, the little arrow on the help text bubbles has a non-transparent background, which this fixes. Dunno about the border width.

"
284,Commotion-admin, [commotion-openwrt] dnssd should not use plug as,"Sat, 06 Jul 2013 06:47:00 -0700",-0700,danstaples,"... this option: ap or secAp.

This should fix the dnssd bug we saw at AMC, which causes massive instability with wireless ad-hoc links.

For testing, the nodes at LTS should be reflashed with this change, and tested in a configuration similar to AMC MagicNet, with both wired and wireless mesh links.

Preliminary testing indicates success in fixing this bug.
You can merge this Pull Request by running:

  git pull https://github.com/opentechinstitute/commotion-openwrt dnssd-fix

Or you can view, comment on it, or merge it online at:

  https://github.com/opentechinstitute/commotion-openwrt/pull/17

-- Commit Summary --

  * dnssd should not use plug as NonOlsrIf; it should only use one iface for this option: ap or secAp.

-- File Changes --

    M default-files/etc/hotplug.d/iface/20-olsrd (3)

-- Patch Links --

https://github.com/opentechinstitute/commotion-openwrt/pull/17.patch
https://github.com/opentechinstitute/commotion-openwrt/pull/17.diff

"
285,Commotion-admin, [olsrd] check multicast packets to see if they,"Sat, 06 Jul 2013 06:57:51 -0700",-0700,danstaples,"...fore parsing

I recommend testing this at the same time as: https://github.com/opentechinstitute/commotion-openwrt/pull/17. It should follow the same testing procedure, looking for improved stability.
You can merge this Pull Request by running:

  git pull https://github.com/opentechinstitute/olsrd dnssd-improvement

Or you can view, comment on it, or merge it online at:

  https://github.com/opentechinstitute/olsrd/pull/4

-- Commit Summary --

  * check multicast packets to see if they come from the local interfaces before parsing

-- File Changes --

    M lib/dnssd/src/dnssd.c (31)

-- Patch Links --

https://github.com/opentechinstitute/olsrd/pull/4.patch
https://github.com/opentechinstitute/olsrd/pull/4.diff

"
